Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 10, nFeatures = 150

feature |          frame
        |                   0                   1                   2                   3                   4                   5                   6                   7                   8                   9
--------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     88 | ( 35.0,893.0)= 9752 ( 35.0,893.0)= 9752 ( 35.0,893.0)= 9752 ( 35.0,893.0)= 9752 ( 35.0,893.0)= 9752 ( 35.0,893.0)= 9752 ( 35.0,893.0)= 9752 ( 35.0,893.0)= 9752 ( 35.0,893.0)= 9752 ( 35.0,893.0)= 9752 
     89 | (846.0,1578.0)= 9752 (846.0,1578.0)= 9752 (846.0,1578.0)= 9752 (846.0,1578.0)= 9752 (846.0,1578.0)= 9752 (846.0,1578.0)= 9752 (846.0,1578.0)= 9752 (846.0,1578.0)= 9752 (846.0,1578.0)= 9752 (846.0,1578.0)= 9752 
     90 | (305.0,373.0)= 9729 (305.0,373.0)= 9729 (305.0,373.0)= 9729 (305.0,373.0)= 9729 (305.0,373.0)= 9729 (305.0,373.0)= 9729 (305.0,373.0)= 9729 (305.0,373.0)= 9729 (305.0,373.0)= 9729 (305.0,373.0)= 9729 
     91 | (382.0,326.0)= 9717 (382.0,326.0)= 9717 (382.0,326.0)= 9717 (382.0,326.0)= 9717 (382.0,326.0)= 9717 (382.0,326.0)= 9717 (382.0,326.0)= 9717 (382.0,326.0)= 9717 (382.0,326.0)= 9717 (382.0,326.0)= 9717 
     92 | (1703.0,2046.0)= 9711 (1703.0,2046.0)= 9711 (1703.0,2046.0)= 9711 (1703.0,2046.0)= 9711 (1703.0,2046.0)= 9711 (1703.0,2046.0)= 9711 (1703.0,2046.0)= 9711 (1703.0,2046.0)= 9711 (1703.0,2046.0)= 9711 (1703.0,2046.0)= 9711 
     93 | (699.0,1589.0)= 9683 (699.0,1589.0)= 9683 (699.0,1589.0)= 9683 (699.0,1589.0)= 9683 (699.0,1589.0)= 9683 (699.0,1589.0)= 9683 (699.0,1589.0)= 9683 (699.0,1589.0)= 9683 (699.0,1589.0)= 9683 (699.0,1589.0)= 9683 
     94 | (170.0,1209.0)= 9672 (170.0,1209.0)= 9672 (170.0,1209.0)= 9672 (170.0,1209.0)= 9672 (170.0,1209.0)= 9672 (170.0,1209.0)= 9672 (170.0,1209.0)= 9672 (170.0,1209.0)= 9672 (170.0,1209.0)= 9672 (170.0,1209.0)= 9672 
     95 | (484.0,366.0)= 9641 (484.0,366.0)= 9641 (484.0,366.0)= 9641 (484.0,366.0)= 9641 (484.0,366.0)= 9641 (484.0,366.0)= 9641 (484.0,366.0)= 9641 (484.0,366.0)= 9641 (484.0,366.0)= 9641 (484.0,366.0)= 9641 
     96 | ( 86.0,859.0)= 9640 ( 86.0,859.0)= 9640 ( 86.0,859.0)= 9640 ( 86.0,859.0)= 9640 ( 86.0,859.0)= 9640 ( 86.0,859.0)= 9640 ( 86.0,859.0)= 9640 ( 86.0,859.0)= 9640 ( 86.0,859.0)= 9640 ( 86.0,859.0)= 9640 
     97 | (665.0,1588.0)= 9638 (665.0,1588.0)= 9638 (665.0,1588.0)= 9638 (665.0,1588.0)= 9638 (665.0,1588.0)= 9638 (665.0,1588.0)= 9638 (665.0,1588.0)= 9638 (665.0,1588.0)= 9638 (665.0,1588.0)= 9638 (665.0,1588.0)= 9638 
     98 | (658.0,1912.0)= 9629 (658.0,1912.0)= 9629 (658.0,1912.0)= 9629 (658.0,1912.0)= 9629 (658.0,1912.0)= 9629 (658.0,1912.0)= 9629 (658.0,1912.0)= 9629 (658.0,1912.0)= 9629 (658.0,1912.0)= 9629 (658.0,1912.0)= 9629 
     99 | (702.0,564.0)= 9628 (702.0,564.0)= 9628 (702.0,564.0)= 9628 (702.0,564.0)= 9628 (702.0,564.0)= 9628 (702.0,564.0)= 9628 (702.0,564.0)= 9628 (702.0,564.0)= 9628 (702.0,564.0)= 9628 (702.0,564.0)= 9628 
    100 | (453.0,2100.0)= 9609 (453.0,2100.0)= 9609 (453.0,2100.0)= 9609 (453.0,2100.0)= 9609 (453.0,2100.0)= 9609 (453.0,2100.0)= 9609 (453.0,2100.0)= 9609 (453.0,2100.0)= 9609 (453.0,2100.0)= 9609 (453.0,2100.0)= 9609 
    101 | (206.0,192.0)= 9605 (206.0,192.0)= 9605 (206.0,192.0)= 9605 (206.0,192.0)= 9605 (206.0,192.0)= 9605 (206.0,192.0)= 9605 (206.0,192.0)= 9605 (206.0,192.0)= 9605 (206.0,192.0)= 9605 (206.0,192.0)= 9605 
    102 | (592.0,2095.0)= 9518 (592.0,2095.0)= 9518 (592.0,2095.0)= 9518 (592.0,2095.0)= 9518 (592.0,2095.0)= 9518 (592.0,2095.0)= 9518 (592.0,2095.0)= 9518 (592.0,2095.0)= 9518 (592.0,2095.0)= 9518 (592.0,2095.0)= 9518 
    103 | (679.0,1827.0)= 9518 (679.0,1827.0)= 9518 (679.0,1827.0)= 9518 (679.0,1827.0)= 9518 (679.0,1827.0)= 9518 (679.0,1827.0)= 9518 (679.0,1827.0)= 9518 (679.0,1827.0)= 9518 (679.0,1827.0)= 9518 (679.0,1827.0)= 9518 
    104 | (353.0,343.0)= 9462 (353.0,343.0)= 9462 (353.0,343.0)= 9462 (353.0,343.0)= 9462 (353.0,343.0)= 9462 (353.0,343.0)= 9462 (353.0,343.0)= 9462 (353.0,343.0)= 9462 (353.0,343.0)= 9462 (353.0,343.0)= 9462 
    105 | (607.0,2104.0)= 9443 (607.0,2104.0)= 9443 (607.0,2104.0)= 9443 (607.0,2104.0)= 9443 (607.0,2104.0)= 9443 (607.0,2104.0)= 9443 (607.0,2104.0)= 9443 (607.0,2104.0)= 9443 (607.0,2104.0)= 9443 (607.0,2104.0)= 9443 
    106 | (1793.0,2038.0)= 9412 (1793.0,2038.0)= 9412 (1793.0,2038.0)= 9412 (1793.0,2038.0)= 9412 (1793.0,2038.0)= 9412 (1793.0,2038.0)= 9412 (1793.0,2038.0)= 9412 (1793.0,2038.0)= 9412 (1793.0,2038.0)= 9412 (1793.0,2038.0)= 9412 
    107 | (678.0,1806.0)= 9343 (678.0,1806.0)= 9343 (678.0,1806.0)= 9343 (678.0,1806.0)= 9343 (678.0,1806.0)= 9343 (678.0,1806.0)= 9343 (678.0,1806.0)= 9343 (678.0,1806.0)= 9343 (678.0,1806.0)= 9343 (678.0,1806.0)= 9343 
    108 | (592.0,690.0)= 9263 (592.0,690.0)= 9263 (592.0,690.0)= 9263 (592.0,690.0)= 9263 (592.0,690.0)= 9263 (592.0,690.0)= 9263 (592.0,690.0)= 9263 (592.0,690.0)= 9263 (592.0,690.0)= 9263 (592.0,690.0)= 9263 
    109 | (603.0,973.0)= 9261 (603.0,973.0)= 9261 (603.0,973.0)= 9261 (603.0,973.0)= 9261 (603.0,973.0)= 9261 (603.0,973.0)= 9261 (603.0,973.0)= 9261 (603.0,973.0)= 9261 (603.0,973.0)= 9261 (603.0,973.0)= 9261 
    110 | (349.0,1968.0)= 9259 (349.0,1968.0)= 9259 (349.0,1968.0)= 9259 (349.0,1968.0)= 9259 (349.0,1968.0)= 9259 (349.0,1968.0)= 9259 (349.0,1968.0)= 9259 (349.0,1968.0)= 9259 (349.0,1968.0)= 9259 (349.0,1968.0)= 9259 
    111 | (2998.0,2031.0)= 9168 (2998.0,2031.0)= 9168 (2998.0,2031.0)= 9168 (2998.0,2031.0)= 9168 (2998.0,2031.0)= 9168 (2998.0,2031.0)= 9168 (2998.0,2031.0)= 9168 (2998.0,2031.0)= 9168 (2998.0,2031.0)= 9168 (2998.0,2031.0)= 9168 
    112 | (787.0,2111.0)= 9093 (787.0,2111.0)= 9093 (787.0,2111.0)= 9093 (787.0,2111.0)= 9093 (787.0,2111.0)= 9093 (787.0,2111.0)= 9093 (787.0,2111.0)= 9093 (787.0,2111.0)= 9093 (787.0,2111.0)= 9093 (787.0,2111.0)= 9093 
    113 | (3059.0,985.0)= 9064 (3059.0,985.0)= 9064 (3059.0,985.0)= 9064 (3059.0,985.0)= 9064 (3059.0,985.0)= 9064 (3059.0,985.0)= 9064 (3059.0,985.0)= 9064 (3059.0,985.0)= 9064 (3059.0,985.0)= 9064 (3059.0,985.0)= 9064 
    114 | (3370.0,1047.0)= 9054 (3370.0,1047.0)= 9054 (3370.0,1047.0)= 9054 (3370.0,1047.0)= 9054 (3370.0,1047.0)= 9054 (3370.0,1047.0)= 9054 (3370.0,1047.0)= 9054 (3370.0,1047.0)= 9054 (3370.0,1047.0)= 9054 (3370.0,1047.0)= 9054 
    115 | (1196.0,2013.0)= 9015 (1196.0,2013.0)= 9015 (1196.0,2013.0)= 9015 (1196.0,2013.0)= 9015 (1196.0,2013.0)= 9015 (1196.0,2013.0)= 9015 (1196.0,2013.0)= 9015 (1196.0,2013.0)= 9015 (1196.0,2013.0)= 9015 (1196.0,2013.0)= 9015 
    116 | ( 61.0,916.0)= 9010 ( 61.0,916.0)= 9010 ( 61.0,916.0)= 9010 ( 61.0,916.0)= 9010 ( 61.0,916.0)= 9010 ( 61.0,916.0)= 9010 ( 61.0,916.0)= 9010 ( 61.0,916.0)= 9010 ( 61.0,916.0)= 9010 ( 61.0,916.0)= 9010 
    117 | (518.0,427.0)= 8905 (518.0,427.0)= 8905 (518.0,427.0)= 8905 (518.0,427.0)= 8905 (518.0,427.0)= 8905 (518.0,427.0)= 8905 (518.0,427.0)= 8905 (518.0,427.0)= 8905 (518.0,427.0)= 8905 (518.0,427.0)= 8905 
    118 | (220.0,1034.0)= 8878 (220.0,1034.0)= 8878 (220.0,1034.0)= 8878 (220.0,1034.0)= 8878 (220.0,1034.0)= 8878 (220.0,1034.0)= 8878 (220.0,1034.0)= 8878 (220.0,1034.0)= 8878 (220.0,1034.0)= 8878 (220.0,1034.0)= 8878 
    119 | (747.0,1770.0)= 8827 (747.0,1770.0)= 8827 (747.0,1770.0)= 8827 (747.0,1770.0)= 8827 (747.0,1770.0)= 8827 (747.0,1770.0)= 8827 (747.0,1770.0)= 8827 (747.0,1770.0)= 8827 (747.0,1770.0)= 8827 (747.0,1770.0)= 8827 
    120 | (695.0,1899.0)= 8809 (695.0,1899.0)= 8809 (695.0,1899.0)= 8809 (695.0,1899.0)= 8809 (695.0,1899.0)= 8809 (695.0,1899.0)= 8809 (695.0,1899.0)= 8809 (695.0,1899.0)= 8809 (695.0,1899.0)= 8809 (695.0,1899.0)= 8809 
    121 | (2354.0,175.0)= 8761 (2354.0,175.0)= 8761 (2354.0,175.0)= 8761 (2354.0,175.0)= 8761 (2354.0,175.0)= 8761 (2354.0,175.0)= 8761 (2354.0,175.0)= 8761 (2354.0,175.0)= 8761 (2354.0,175.0)= 8761 (2354.0,175.0)= 8761 
    122 | (373.0,426.0)= 8720 (373.0,426.0)= 8720 (373.0,426.0)= 8720 (373.0,426.0)= 8720 (373.0,426.0)= 8720 (373.0,426.0)= 8720 (373.0,426.0)= 8720 (373.0,426.0)= 8720 (373.0,426.0)= 8720 (373.0,426.0)= 8720 
    123 | (217.0,658.0)= 8690 (217.0,658.0)= 8690 (217.0,658.0)= 8690 (217.0,658.0)= 8690 (217.0,658.0)= 8690 (217.0,658.0)= 8690 (217.0,658.0)= 8690 (217.0,658.0)= 8690 (217.0,658.0)= 8690 (217.0,658.0)= 8690 
    124 | (1553.0,243.0)= 8668 (1553.0,243.0)= 8668 (1553.0,243.0)= 8668 (1553.0,243.0)= 8668 (1553.0,243.0)= 8668 (1553.0,243.0)= 8668 (1553.0,243.0)= 8668 (1553.0,243.0)= 8668 (1553.0,243.0)= 8668 (1553.0,243.0)= 8668 
    125 | (520.0,318.0)= 8629 (520.0,318.0)= 8629 (520.0,318.0)= 8629 (520.0,318.0)= 8629 (520.0,318.0)= 8629 (520.0,318.0)= 8629 (520.0,318.0)= 8629 (520.0,318.0)= 8629 (520.0,318.0)= 8629 (520.0,318.0)= 8629 
    126 | (349.0,1760.0)= 8588 (349.0,1760.0)= 8588 (349.0,1760.0)= 8588 (349.0,1760.0)= 8588 (349.0,1760.0)= 8588 (349.0,1760.0)= 8588 (349.0,1760.0)= 8588 (349.0,1760.0)= 8588 (349.0,1760.0)= 8588 (349.0,1760.0)= 8588 
    127 | (688.0,982.0)= 8584 (688.0,982.0)= 8584 (688.0,982.0)= 8584 (688.0,982.0)= 8584 (688.0,982.0)= 8584 (688.0,982.0)= 8584 (688.0,982.0)= 8584 (688.0,982.0)= 8584 (688.0,982.0)= 8584 (688.0,982.0)= 8584 
    128 | (379.0,551.0)= 8576 (379.0,551.0)= 8576 (379.0,551.0)= 8576 (379.0,551.0)= 8576 (379.0,551.0)= 8576 (379.0,551.0)= 8576 (379.0,551.0)= 8576 (379.0,551.0)= 8576 (379.0,551.0)= 8576 (379.0,551.0)= 8576 
    129 | (478.0,1093.0)= 8563 (478.0,1093.0)= 8563 (478.0,1093.0)= 8563 (478.0,1093.0)= 8563 (478.0,1093.0)= 8563 (478.0,1093.0)= 8563 (478.0,1093.0)= 8563 (478.0,1093.0)= 8563 (478.0,1093.0)= 8563 (478.0,1093.0)= 8563 
    130 | (839.0,2093.0)= 8561 (839.0,2093.0)= 8561 (839.0,2093.0)= 8561 (839.0,2093.0)= 8561 (839.0,2093.0)= 8561 (839.0,2093.0)= 8561 (839.0,2093.0)= 8561 (839.0,2093.0)= 8561 (839.0,2093.0)= 8561 (839.0,2093.0)= 8561 
    131 | (453.0,475.0)= 8554 (453.0,475.0)= 8554 (453.0,475.0)= 8554 (453.0,475.0)= 8554 (453.0,475.0)= 8554 (453.0,475.0)= 8554 (453.0,475.0)= 8554 (453.0,475.0)= 8554 (453.0,475.0)= 8554 (453.0,475.0)= 8554 
    132 | (140.0,1367.0)= 8535 (140.0,1367.0)= 8535 (140.0,1367.0)= 8535 (140.0,1367.0)= 8535 (140.0,1367.0)= 8535 (140.0,1367.0)= 8535 (140.0,1367.0)= 8535 (140.0,1367.0)= 8535 (140.0,1367.0)= 8535 (140.0,1367.0)= 8535 
    133 | (3338.0,995.0)= 8491 (3338.0,995.0)= 8491 (3338.0,995.0)= 8491 (3338.0,995.0)= 8491 (3338.0,995.0)= 8491 (3338.0,995.0)= 8491 (3338.0,995.0)= 8491 (3338.0,995.0)= 8491 (3338.0,995.0)= 8491 (3338.0,995.0)= 8491 
    134 | ( 51.0,396.0)= 8411 ( 51.0,396.0)= 8411 ( 51.0,396.0)= 8411 ( 51.0,396.0)= 8411 ( 51.0,396.0)= 8411 ( 51.0,396.0)= 8411 ( 51.0,396.0)= 8411 ( 51.0,396.0)= 8411 ( 51.0,396.0)= 8411 ( 51.0,396.0)= 8411 
    135 | (554.0,1283.0)= 8391 (554.0,1283.0)= 8391 (554.0,1283.0)= 8391 (554.0,1283.0)= 8391 (554.0,1283.0)= 8391 (554.0,1283.0)= 8391 (554.0,1283.0)= 8391 (554.0,1283.0)= 8391 (554.0,1283.0)= 8391 (554.0,1283.0)= 8391 
    136 | (654.0,1568.0)= 8375 (654.0,1568.0)= 8375 (654.0,1568.0)= 8375 (654.0,1568.0)= 8375 (654.0,1568.0)= 8375 (654.0,1568.0)= 8375 (654.0,1568.0)= 8375 (654.0,1568.0)= 8375 (654.0,1568.0)= 8375 (654.0,1568.0)= 8375 
    137 | (1321.0,2013.0)= 8365 (1321.0,2013.0)= 8365 (1321.0,2013.0)= 8365 (1321.0,2013.0)= 8365 (1321.0,2013.0)= 8365 (1321.0,2013.0)= 8365 (1321.0,2013.0)= 8365 (1321.0,2013.0)= 8365 (1321.0,2013.0)= 8365 (1321.0,2013.0)= 8365 
    138 | (368.0,2030.0)= 8353 (368.0,2030.0)= 8353 (368.0,2030.0)= 8353 (368.0,2030.0)= 8353 (368.0,2030.0)= 8353 (368.0,2030.0)= 8353 (368.0,2030.0)= 8353 (368.0,2030.0)= 8353 (368.0,2030.0)= 8353 (368.0,2030.0)= 8353 
    139 | ( 69.0,414.0)= 8352 ( 69.0,414.0)= 8352 ( 69.0,414.0)= 8352 ( 69.0,414.0)= 8352 ( 69.0,414.0)= 8352 ( 69.0,414.0)= 8352 ( 69.0,414.0)= 8352 ( 69.0,414.0)= 8352 ( 69.0,414.0)= 8352 ( 69.0,414.0)= 8352 
    140 | (1746.0,1902.0)= 8210 (1746.0,1902.0)= 8210 (1746.0,1902.0)= 8210 (1746.0,1902.0)= 8210 (1746.0,1902.0)= 8210 (1746.0,1902.0)= 8210 (1746.0,1902.0)= 8210 (1746.0,1902.0)= 8210 (1746.0,1902.0)= 8210 (1746.0,1902.0)= 8210 
    141 | (260.0,1816.0)= 8199 (260.0,1816.0)= 8199 (260.0,1816.0)= 8199 (260.0,1816.0)= 8199 (260.0,1816.0)= 8199 (260.0,1816.0)= 8199 (260.0,1816.0)= 8199 (260.0,1816.0)= 8199 (260.0,1816.0)= 8199 (260.0,1816.0)= 8199 
    142 | (2961.0,2035.0)= 8198 (2961.0,2035.0)= 8198 (2961.0,2035.0)= 8198 (2961.0,2035.0)= 8198 (2961.0,2035.0)= 8198 (2961.0,2035.0)= 8198 (2961.0,2035.0)= 8198 (2961.0,2035.0)= 8198 (2961.0,2035.0)= 8198 (2961.0,2035.0)= 8198 
    143 | (824.0,1581.0)= 8191 (824.0,1581.0)= 8191 (824.0,1581.0)= 8191 (824.0,1581.0)= 8191 (824.0,1581.0)= 8191 (824.0,1581.0)= 8191 (824.0,1581.0)= 8191 (824.0,1581.0)= 8191 (824.0,1581.0)= 8191 (824.0,1581.0)= 8191 
    144 | (251.0,252.0)= 8156 (251.0,252.0)= 8156 (251.0,252.0)= 8156 (251.0,252.0)= 8156 (251.0,252.0)= 8156 (251.0,252.0)= 8156 (251.0,252.0)= 8156 (251.0,252.0)= 8156 (251.0,252.0)= 8156 (251.0,252.0)= 8156 
    145 | (3337.0,976.0)= 8128 (3337.0,976.0)= 8128 (3337.0,976.0)= 8128 (3337.0,976.0)= 8128 (3337.0,976.0)= 8128 (3337.0,976.0)= 8128 (3337.0,976.0)= 8128 (3337.0,976.0)= 8128 (3337.0,976.0)= 8128 (3337.0,976.0)= 8128 
    146 | (392.0,340.0)= 8057 (392.0,340.0)= 8057 (392.0,340.0)= 8057 (392.0,340.0)= 8057 (392.0,340.0)= 8057 (392.0,340.0)= 8057 (392.0,340.0)= 8057 (392.0,340.0)= 8057 (392.0,340.0)= 8057 (392.0,340.0)= 8057 
    147 | (2116.0,187.0)= 8053 (2116.0,187.0)= 8053 (2116.0,187.0)= 8053 (2116.0,187.0)= 8053 (2116.0,187.0)= 8053 (2116.0,187.0)= 8053 (2116.0,187.0)= 8053 (2116.0,187.0)= 8053 (2116.0,187.0)= 8053 (2116.0,187.0)= 8053 
    148 | (398.0,321.0)= 8013 (398.0,321.0)= 8013 (398.0,321.0)= 8013 (398.0,321.0)= 8013 (398.0,321.0)= 8013 (398.0,321.0)= 8013 (398.0,321.0)= 8013 (398.0,321.0)= 8013 (398.0,321.0)= 8013 (398.0,321.0)= 8013 
    149 | (2550.0,1434.0)= 8004 (2550.0,1434.0)= 8004 (2550.0,1434.0)= 8004 (2550.0,1434.0)= 8004 (2550.0,1434.0)= 8004 (2550.0,1434.0)= 8004 (2550.0,1434.0)= 8004 (2550.0,1434.0)= 8004 (2550.0,1434.0)= 8004 (2550.0,1434.0)= 8004 
